id,category,type,question,options,answer,explanation,analysis,score,codeId,remarks,Description
162,公司《重大事故隐患排查标准》,单选题,依据《重大电力安全隐患判定标准(试行)》（国能综通安全〔2022〕123号），电力监控系统横向边界未部署专用隔离装置，或者调度数据网纵向边界未部署电力专用纵向加密认证装置，或（    ）非法外联的，构成重大电力安全隐患。,"{""A"": ""数据感知采集区"", ""B"": ""应用平台"", ""C"": ""生产控制大区"", ""D"": ""人工智能模块""}",C,\,,1,,,
163,公司《重大事故隐患排查标准》,单选题,依据《重大电力安全隐患判定标准(试行)》（国能综通安全〔2022〕123号），（    ）架空线路杆塔基础出现较大沉陷、严重开裂或显著上拔，塔身出现严重弯曲形变，导地线出现严重损伤、断股和腐蚀的构成重大电力安全隐患。,"{""A"": ""超高压"", ""B"": ""特高压"", ""C"": ""高压"", ""D"": ""输电""}",B,\,,1,,,
164,公司《重大事故隐患排查标准》,单选题,依据《重大火灾隐患判定方法》，（    ）的居住场所采用彩钢夹芯板搭建，且彩钢夹芯板芯材的燃烧性能等级低于GB8624规定的A级的构成重大消防安全隐患。,"{""A"": ""商业中心"", ""B"": ""人员密集场所"", ""C"": ""学生宿舍"", ""D"": ""加油站、油库等易燃易瀑区""}",B,\,,1,,,
165,公司《重大事故隐患排查标准》,多选题,依据《重大电力安全隐患判定标准(试行)》（国能综通安全〔2022〕123号），以下哪些是重大电力安全隐患（    ）。,"{""A"": ""电力监控系统横向边界未部署专用隔离设备"", ""B"": ""调度数据网纵向边界未部署电力专用纵向加密认证装置"", ""C"": ""未遵循“应接尽接”原则将调管范围内可接入设备纳入电力监控系统网络安全管理平台监视范围，导致存在监视盲区。"", ""D"": ""电力监控系统生产控制大区与外部网络非法外联""}",ABD,\,,2,,,
166,公司《重大事故隐患排查标准》,多选题,依据《房屋市政工程生产安全重大安全隐患判定标准（2022版）》，施工单位的（    ）未取得安全生产考核合格证书从事相关工作构成重大安全隐患。,"{""A"": ""主要负责人"", ""B"": ""项目负责人"", ""C"": ""专职安全生产管理人员"", ""D"": ""从业人员""}",ABC,\,,2,,,
167,公司《重大事故隐患排查标准》,多选题,依据《化工和危险化学品生产经营单位重大生产安全事故隐患判定标准（试行）》（安监总管三〔2017〕121号），危化品（    ）单位主要负责人和安全生产管理人员未依法经考试合格构成重大生产安全事故隐患。,"{""A"": ""生产"", ""B"": ""经营"", ""C"": ""使用"", ""D"": ""运输单位""}",ABD,\,,2,,,
168,公司《重大事故隐患排查标准》,判断题,依据《重大电力安全隐患判定标准(试行)》（国能综通安全〔2022〕123号），特高压换流变（油浸式平波电抗器）、乙炔、总烃等特征气体明显增高，内部存在局放，绝缘电阻和介损试验数据严重超标不构成重大电力隐患。,"{""A"": ""正确"", ""B"": ""错误""}",B,\,"第四条有下列情形之一的，应判定为重大隐患：
（三）特高压变压器（换流变）乙炔、总烃等特征气体明显增高，内部存在严重局部放电，绝缘电阻和介损试验数据严重超标。",0.5,,,
169,公司《重大事故隐患排查标准》,判断题,依据《重大电力安全隐患判定标准(试行)》（国能综通安全〔2022〕123号），建设单位将建设项目发包给不具备安全生产条件或相应资质施工企业，所属工程专项施工方案未按规定开展编、审、批或专家论证，开展爆破、吊装、有限空间等危险作业未履行施工作业许可审批手续或无人监护构成重大电力隐患。,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
170,公司《重大事故隐患排查标准》,判断题,依据《重大火灾隐患判定方法》，在人员密集场所(教学楼、图书馆、员工集体宿舍等)违反消防安全规定使用、储存或销售易燃易爆危险品构成重大消防安全隐患,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
171,配电安规,判断题,依据配电安规，低［电］压：用于配电的交流系统中1000V以下的电压等级。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规3.1,依据配电安规，用于配电的交流系统中1000V及其以下的电压等级。,0.5,,,
172,配电安规,单选题,依据配电安规，高［电］压：①通常指超过低压的电压等级。②特定情况下，指电力系统中（    ）的电压等级。,"{""A"": ""输电"", ""B"": ""变电"", ""C"": ""配电"", ""D"": ""用电""}",A,配电安规3.2,,1,,,
173,配电安规,单选题,依据配电安规，配电线路系指（    ）kV及以下配电网中的架空线路、电缆线路及其附属设备等。,"{""A"": ""6"", ""B"": ""10"", ""C"": ""20"", ""D"": ""35""}",C,配电安规3.3,,1,,,
174,配电安规,多选题,依据配电安规，配电设备系指20kV及以下配电网中的配电站、开关站、箱式变电站、柱上变压器、柱上开关（包括柱上断路器、柱上负荷开关）、跌落式熔断器、环网单元、（    ）等。,"{""A"": ""电缆分支箱"", ""B"": ""低压配电箱"", ""C"": ""电表计量箱"", ""D"": ""充电桩""}",ABCD,配电安规3.4,,2,,,
175,配电安规,多选题,依据配电安规，运用中的电气设备系指（    ）的电气设备。,"{""A"": ""全部带有电压"", ""B"": ""一部分带有电压"", ""C"": ""一经操作即带有电压"", ""D"": ""已安装完毕""}",ABC,配电安规3.5,,2,,,
176,配电安规,多选题,依据配电安规，故障紧急抢修工作系指电气设备发生故障被迫紧急停止运行，需短时间内恢复的（    ）故障的工作。,"{""A"": ""判断"", ""B"": ""隔离"", ""C"": ""抢修"", ""D"": ""排除""}",CD,配电安规3.6,,2,,,
177,配电安规,单选题,依据配电安规，作业人员应经医师鉴定，无妨碍工作的病症，体格检查每（    ）至少一次。,"{""A"": ""半年"", ""B"": ""一年"", ""C"": ""两年"", ""D"": ""三年""}",C,配电安规4.1.1,,1,,,
178,配电安规,单选题,依据配电安规，作业人员应具备必要的安全生产知识，学会DL/T 692的紧急救护法，特别要掌握（    ）。,"{""A"": ""创伤急救"", ""B"": ""触电急救"", ""C"": ""溺水急救"", ""D"": ""灼伤急救""}",B,配电安规4.1.2,,1,,,
179,配电安规,单选题,依据配电安规，作业人员应具备必要的电气知识和业务技能，按工作性质，熟悉本文件的相关部分，并经（    ）合格。,"{""A"": ""培训"", ""B"": ""口试"", ""C"": ""考试"", ""D"": ""鉴定""}",C,配电安规4.1.3,,1,,,
180,配电安规,单选题,依据配电安规，参与公司系统所承担电气工作的外单位或外来人员应熟悉本文件；参加工作前，应经考试合格，并经（    ）认可。作业前，设备运维管理单位应告知现场电气设备接线情况。,"{""A"": ""工程管理单位"", ""B"": ""设备运维管理单位"", ""C"": ""公司领导"", ""D"": ""安监部门""}",B,配电安规4.1.4,,1,,,
181,配电安规,单选题,依据配电安规，作业人员对本文件应（    ）考试一次。因故间断电气工作连续三个月及以上者，恢复工作前应重新学习本文件，并经考试合格。,"{""A"": ""每月"", ""B"": ""每半年"", ""C"": ""每年"", ""D"": ""每两年""}",C,配电安规4.1.5,,1,,,
182,配电安规,单选题,依据配电安规，作业人员对本文件应每年考试一次。因故间断电气工作连续（    ）及以上者，恢复工作前应重新学习本文件，并经考试合格。,"{""A"": ""一个月"", ""B"": ""两个月"", ""C"": ""三个月"", ""D"": ""六个月""}",C,配电安规4.1.5,,1,,,
183,配电安规,判断题,依据配电安规，特种作业人员参加工作前，应经专门的安全生产知识教育，考试合格，并经单位批准。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规4.1.6,依据配电安规，特种作业人员参加工作前，应经专门的安全作业培训，考试合格，并经单位批准。,0.5,,,
184,配电安规,单选题,依据配电安规，新参加工作的人员、实习人员和临时参加劳动的人员（管理人员、非全日制用工等），下现场参加指定的工作前，应经过（    ），且不应单独工作。,"{""A"": ""专业技能培训"", ""B"": ""安全生产知识教育"", ""C"": ""考试合格"", ""D"": ""电气知识培训""}",B,配电安规4.1.7,,1,,,
185,配电安规,判断题,依据配电安规，新参加电气工作的人员、实习人员和临时参加劳动的人员（管理人员、非全日制用工等），下现场参加指定的工作前，应经过安全生产知识教育，方可单独工作。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规4.1.7,依据配电安规，新参加电气工作的人员、实习人员和临时参加劳动的人员（管理人员、非全日制用工等），下现场参加指定的工作前，应经过安全生产知识教育，且不应单独工作。,0.5,,,
186,配电安规,单选题,依据配电安规，作业人员应正确佩戴和使用劳动防护用品。进入作业现场应正确佩戴安全帽，现场作业人员还应穿（    ）、绝缘鞋。,"{""A"": ""绝缘服"", ""B"": ""屏蔽服"", ""C"": ""防静电服"", ""D"": ""全棉长袖工作服""}",D,配电安规4.1.8,,1,,,
187,配电安规,判断题,依据配电安规，进出配电站、开关站应随手关门。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规4.1.9,,0.5,,,
188,配电安规,判断题,依据配电安规，不应擅自开启直接封闭带电部分的高压配电设备柜门、箱盖、封板等。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规4.1.10,,0.5,,,
189,配电安规,多选题,依据配电安规，各单位应发布可单人工作的（    ）。,"{""A"": ""人员名单"", ""B"": ""工作任务"", ""C"": ""工作范围"", ""D"": ""人员数量""}",AC,配电安规4.1.11,,2,,,
190,配电安规,判断题,依据配电安规，配电设备接地电阻应合格。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规4.2.1,,0.5,,,
191,配电安规,判断题,依据配电安规，配电设备的操作机构上应有中文操作说明和状态指示。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规4.2.2,,0.5,,,
192,配电安规,单选题,依据配电安规，柱上断路器应有分、合位置的（    ）指示。,"{""A"": ""机械"", ""B"": ""电气"", ""C"": ""仪表"", ""D"": ""带电""}",A,配电安规4.2.3,,1,,,
193,配电安规,单选题,依据配电安规，在多电源和有自备电源的用户线路的高压系统接入点，应有明显（    ）。,"{""A"": ""电气指示"", ""B"": ""机械指示"", ""C"": ""警示标识"", ""D"": ""断开点""}",D,配电安规4.2.4,,1,,,
194,配电安规,单选题,依据配电安规，封闭式高压配电设备（    ）应装设带电显示装置。,"{""A"": ""进线电源侧"", ""B"": ""出线线路侧"", ""C"": ""进线电源侧和出线线路侧"", ""D"": ""进线侧""}",C,配电安规4.2.5,,1,,,
